Giorno,Temperatura (°C),Umidità (%),Precipitazioni (mm),Ore di Luce (h),Raccolto Grano (kg),Tempi Crescita Grano (giorni),Uso Fertilizzanti Grano (kg/ha),Consumo Acqua Grano (litri),Raccolto Mais (kg),Tempi Crescita Mais (giorni),Uso Fertilizzanti Mais (kg/ha),Consumo Acqua Mais (litri),Raccolto Soia (kg),Tempi Crescita Soia (giorni),Uso Fertilizzanti Soia (kg/ha),Consumo Acqua Soia (litri)
37,13.137763468011356,58.220616441393524,5.263155355552417,6.0,221.21709460341413,92.30407019193443,39.41560556435345,2009.8167261749281,237.46154689632158,91.50471223965121,39.41560556435345,2009.8167261749281,235.04378595922844,94.93896997096488,39.41560556435345,2009.8167261749281
38,14.288863937889365,61.69032568352458,3.1793762474866405,6.0,242.71770608454486,94.26848099998779,41.1227704329599,1832.3694445241497,254.9617961939141,97.84241216118542,41.1227704329599,1832.3694445241497,232.5842924182174,98.71380976054473,41.1227704329599,1832.3694445241497
39,17.526739709707766,50.57049003763272,4.473152589211682,6.0,235.23764041478432,98.48514554340883,39.86288193105944,2350.8212787597163,258.14548900518355,96.39044649993762,39.86288193105944,2350.8212787597163,223.05688190336295,97.34899775597094,39.86288193105944,2350.8212787597163
40,15.030944382825966,61.33287720794289,5.402543728723055,6.0,231.2589505143619,89.02138420561242,38.929723420815634,1828.620591432229,240.69882026527847,90.55763641497325,38.929723420815634,1828.620591432229,239.16067862510653,92.18833760853275,38.929723420815634,1828.620591432229
41,16.65199556624528,56.329177764012094,7.398676788714859,6.0,225.4917445673686,93.58665116469925,37.07482769647609,2053.7256090199635,223.81693367048453,95.58144927903544,37.07482769647609,2053.7256090199635,252.01052791077151,91.17455515325253,37.07482769647609,2053.7256090199635
42,19.91132207259266,50.853017171402946,3.678718603425426,6.0,234.67005784139084,94.86398155479355,40.191728729911425,2298.4720652846504,236.09934178624005,89.50178348056285,40.191728729911425,2298.4720652846504,249.82362213593512,96.84803793711234,40.191728729911425,2298.4720652846504
43,18.96676693849854,54.46127993829429,4.819630874193795,6.0,232.826890499775,89.76979254364393,39.086046795122805,2118.0572205935973,229.26576384666743,91.63551119135627,39.086046795122805,2118.0572205935973,238.19717440645726,91.53071005119536,39.086046795122805,2118.0572205935973
44,15.628297833497497,54.94377597082334,4.208268962893118,6.0,247.43988012174188,94.04134520283613,39.49946393210565,2084.2533737526937,232.49658287385697,89.09971199491926,39.49946393210565,2084.2533737526937,244.2379199167167,93.58807887693708,39.49946393210565,2084.2533737526937
45,18.302854194986008,59.08256159555468,4.289959361027749,6.0,245.72735007137365,96.24607222143922,39.31558692801258,1882.6454439944764,243.64101567814498,91.12898788730006,39.31558692801258,1882.6454439944764,246.026504370109,97.97187188722921,39.31558692801258,1882.6454439944764
46,17.257599035823333,60.03185366569519,4.300094996354978,6.0,248.84850826693318,97.26112707034785,39.19537699694663,1829.2168596755876,259.3201485951004,96.54850594221426,39.19537699694663,1829.2168596755876,255.66511949426211,97.85149534584099,39.19537699694663,1829.2168596755876
47,16.446886251867667,50.95474394611712,6.552741924426663,6.0,201.1988121883602,93.53294730579466,37.15918821823482,2232.8892202311954,232.4360669577183,94.63677898684213,37.15918821823482,2232.8892202311954,216.3580267601568,95.53398632455848,37.15918821823482,2232.8892202311954
48,11.758563518019482,52.622827862832985,7.390449372697523,6.0,223.77258448858004,96.8553894181072,36.34239285286968,2145.790750438668,199.9186006163715,91.83844700763166,36.34239285286968,2145.790750438668,218.94812177096844,94.36426954182888,36.34239285286968,2145.790750438668
49,15.019879143789153,47.112454612117375,5.604665911974874,6.0,200.8466693363097,94.51435363655213,37.7629190104815,2383.1423194422973,219.80907349501618,94.27718531079111,37.7629190104815,2383.1423194422973,201.50542824077857,90.94322925599857,37.7629190104815,2383.1423194422973
50,16.072689519087806,52.20922726310168,4.838865506164211,6.024897799360091,231.72809223489918,95.6611952434615,38.31194437300434,2142.645953052521,231.61852454312097,87.82436962792083,38.31194437300434,2142.645953052521,228.01889577853285,96.31798802564714,38.31194437300434,2142.645953052521
51,17.78287557293007,55.45105836680507,4.46997213915347,6.085064639536846,249.56783436518748,94.07574613800261,38.52373215993171,1987.4041737003488,254.2298265210671,88.47777944071666,38.52373215993171,1987.4041737003488,236.80969905604982,90.4694171554959,38.52373215993171,1987.4041737003488
52,18.142366020382674,53.170376205249966,5.156073520754951,6.145798916388596,245.17588951730139,95.00116677489144,37.84562052374949,2078.958204600028,234.5846784156084,96.1104108007582,37.84562052374949,2078.958204600028,229.92985238378964,89.34758481859241,37.84562052374949,2078.958204600028
53,18.19953223076205,54.855206344633125,4.943538182809837,6.2070826330383575,238.32324081124668,89.272589605362,37.92901926056334,1994.5460499841458,241.83720600346874,94.11209756347347,37.92901926056334,1994.5460499841458,249.66658794894383,89.8521435134203,37.92901926056334,1994.5460499841458
54,17.876448767423966,56.19527682827556,11.867617030098756,6.268897629798275,239.41301697479042,92.91804073355542,32.02082138761053,1926.215377741795,207.78321415833295,96.95578572061898,32.02082138761053,1926.215377741795,225.22937345535416,91.42977615210692,32.02082138761053,1926.215377741795
55,19.785289723589866,54.74879106143198,9.425340862427998,6.331225589550733,245.21766893167057,88.91346764477666,33.98907499836208,1980.6100658950616,231.8980144073408,93.80218442333268,33.98907499836208,1980.6100658950616,232.16325801949807,88.64272329216654,33.98907499836208,1980.6100658950616
56,17.942611041798887,55.453237443851165,5.481773127387691,6.394048043176108,235.03705460063605,88.41620314555472,37.20409095852261,1940.9233340608062,248.58347833271733,90.70140401092526,37.20409095852261,1940.9233340608062,225.13854826733186,94.56916444639296,37.20409095852261,1940.9233340608062
57,20.699844170850795,57.238086231082434,5.2262782472703195,6.457346375025572,238.34657778263076,94.06535351501512,37.33080128194073,1854.8658930968165,255.1156012316873,94.34370858187553,37.33080128194073,1854.8658930968165,235.3727557805906,95.64266777920086,37.33080128194073,1854.8658930968165
58,16.060132744975835,62.2837159809344,5.759306929418761,6.521101828437308,241.35174304410532,95.15815361264386,36.802784895949976,1628.8769903726543,250.21341595593557,94.64700526761555,36.802784895949976,1628.8769903726543,218.6455970007795,90.60506480768443,36.802784895949976,1628.8769903726543
59,18.9341942579882,45.57272727246584,7.376825912259836,6.585295511294514,207.54955016378517,91.66222547040927,35.378793720757194,2340.571831470277,210.51106217368957,89.11587453373834,35.378793720757194,2340.571831470277,227.57708391401871,91.99227769371365,35.378793720757194,2340.571831470277
60,18.97472677968125,54.88757024714257,6.9089184434801165,6.649908401623547,234.38024859765886,93.82053289195358,35.69006800374739,1931.927210331387,240.73661560774954,94.56885887365311,35.69006800374739,1931.927210331387,242.81069651288348,89.27371375808623,35.69006800374739,1931.927210331387
61,17.930080143266437,55.85998659056126,5.269729301620131,6.714921353230542,250.69786390602414,93.40078762436757,36.96995918516293,1882.610101968979,239.61759854974213,89.61971156837852,36.96995918516293,1882.610101968979,228.81215790462556,90.64551649910564,36.96995918516293,1882.610101968979
62,18.29552447019255,52.56598621052094,6.388146600623832,6.7803151013748435,236.72432123473348,95.52804406885497,35.9720012716801,2015.0996429706963,231.93770674728736,92.2175727109458,35.9720012716801,2015.0996429706963,243.79104273258105,91.95587172591188,35.9720012716801,2015.0996429706963
63,16.242575189884196,52.14919772946906,6.462256617142787,6.846070268477564,244.87548885883294,90.47767551400027,35.839682506650064,2024.9813439898458,229.7752705801632,91.11173110026711,35.839682506650064,2024.9813439898458,232.56945425222793,93.93400163567289,35.839682506650064,2024.9813439898458
64,19.33157028294204,60.623253139607,9.617909062565456,6.912167369863578,236.65624038682876,86.7736513644895,33.178076567989585,1660.1383379489769,230.58809139929713,86.26702983523776,33.178076567989585,1660.1383379489769,231.6968509087794,94.32611649886205,33.178076567989585,1660.1383379489769
65,21.97642598345922,53.95201147172791,5.528556012758425,6.978586819535252,247.30859081074072,87.38080041736619,36.46986722145494,1934.3554723878065,258.10511774305786,86.09716739484409,36.46986722145494,1934.3554723878065,258.0106304815836,89.3481173364599,36.46986722145494,1934.3554723878065
66,21.627857914506247,54.0070138506239,5.8893257810500215,7.0453089359762,252.8477303958535,87.6498394561286,36.10887605722503,1925.2536943720772,247.6399288605633,89.56189922148143,36.10887605722503,1925.2536943720772,232.69917256710303,94.83700084749404,36.10887605722503,1925.2536943720772
67,18.11151417928249,57.04807354623677,10.12066935593461,7.112313947983338,229.11033460730536,89.33365583990756,32.588368185697945,1791.8444248685335,235.57687938658708,90.8816795922984,32.588368185697945,1791.8444248685335,236.22147844648183,86.45366483586068,32.588368185697945,1791.8444248685335
68,14.009282690354866,58.55122855931274,8.159136642449761,7.1795820005255235,232.80281670316887,90.66426700252728,34.13401659643448,1723.4637182811912,224.99857808801647,91.8244456497227,34.13401659643448,1723.4637182811912,245.40874705810867,87.77114603974856,34.13401659643448,1723.4637182811912
69,19.96864380691536,52.54100821382646,7.372084975358762,7.247093160627023,233.49864959623085,92.06052860891032,34.72008141075591,1967.135644324039,225.6581667503752,90.1292835262678,34.72008141075591,1967.135644324039,240.30058307535418,87.84334881449634,34.72008141075591,1967.135644324039
70,20.46961986722329,58.43031374205148,6.831468453365197,7.31482742327409,219.44622308793203,89.7217948693807,35.10605517226191,1717.7947631136897,228.3565578684586,91.99205225663874,35.10605517226191,1717.7947631136897,243.6386535436235,92.02416348486676,35.10605517226191,1717.7947631136897
71,22.001244879334866,53.35064541195054,6.891073740957622,7.382764717342876,225.5700721159826,94.20671153182691,35.00568915985609,1922.087705109811,245.91556400612487,85.94114243908314,35.00568915985609,1922.087705109811,242.44165188404622,91.40031065101262,35.00568915985609,1922.087705109811
72,20.477004651735264,46.789102640895166,6.607935506959838,7.450884911546941,220.34087367946393,91.84420758742338,35.18578860751529,2186.33319525577,237.1524411619535,90.1428658185094,35.18578860751529,2186.33319525577,256.3600729009804,87.24859204364103,35.18578860751529,2186.33319525577
73,18.662605157557245,48.77705155219275,6.540760842003401,7.519167820402589,206.11519394291932,87.3048169512937,35.192800639108164,2099.058528765679,233.67104159012746,87.26736371620554,35.192800639108164,2099.058528765679,247.74408155048303,90.86417306170647,35.192800639108164,2099.058528765679
74,19.543267515782336,49.62607915099679,8.665792900843648,7.587593210210261,232.7269971126355,95.4357462438941,33.42916542760121,2059.049301584173,223.7226852856939,87.55222276307575,33.42916542760121,2059.049301584173,224.4279976537767,92.53094551772773,33.42916542760121,2059.049301584173
75,17.922680935913696,56.00851571841421,7.2504416698558,7.656140805050214,247.14667356900821,91.45565394513746,34.53198357844664,1793.8585412995021,239.69492486485055,91.8052738629965,34.53198357844664,1793.8585412995021,236.00753458255593,93.64377749440271,34.53198357844664,1793.8585412995021
76,20.78832467437688,53.5884055502583,7.003572981187708,7.72479029279072,251.35011686913484,93.72178356782902,34.69175366910643,1888.2650603773827,228.81410789741477,95.31879701861395,34.69175366910643,1888.2650603773827,240.64064701445864,89.29993627561826,34.69175366910643,1888.2650603773827
77,17.858597910883052,48.56809358875841,9.333317955016163,7.793521331106985,224.41683819358082,91.7997749283222,32.77682583033478,2088.0696478427217,221.16138307402568,86.41484340804602,32.77682583033478,2088.0696478427217,207.64859670683876,85.75814513083701,32.77682583033478,2088.0696478427217
78,20.478461317157485,55.50712922215479,6.693166834502941,7.862313553509017,257.6575816623864,93.1321714728901,34.86979198577971,1802.761733138179,242.81395165925653,92.00791819513309,34.86979198577971,1802.761733138179,233.78248686027578,88.79635742114101,34.86979198577971,1802.761733138179
79,22.044768119229786,49.43974683698956,7.118362527354225,7.931146575376661,229.22983886216832,90.19903012304421,34.495289855911075,2044.8099957495085,230.30796252927482,90.77149543522962,34.495289855911075,2044.8099957495085,231.91326658843343,87.18197735359546,34.495289855911075,2044.8099957495085
80,18.617555537345503,41.940688750692146,7.134824779890927,8.0,221.04250798398016,92.15891795773382,34.45240046154522,2344.079119189291,218.05426112461726,85.89603235172578,34.45240046154522,2344.079119189291,240.509746075754,92.66835933977428,34.45240046154522,2344.079119189291
81,20.098131409704408,51.095185527623514,10.418814380348788,8.068853424623338,236.4444499811231,94.32769561750162,31.787857443941,1971.3786811191205,206.6980779567976,91.34331791187245,31.787857443941,1971.3786811191205,225.55914067154555,87.02308486084871,31.787857443941,1971.3786811191205
82,21.972913897981538,50.207407200892426,7.09416779091305,8.137686446490983,253.51964866110015,91.62567226465502,34.433222307668565,2004.3017932354605,246.7260822859595,92.62766158993242,34.433222307668565,2004.3017932354605,240.9654011021836,87.26963517062259,34.433222307668565,2004.3017932354605
83,18.013421781775303,47.59728758955694,8.407780483254234,8.206478668893014,225.77112856594735,93.7941418393843,33.357521588259154,2106.6597877102854,224.60537506724458,85.82893887216323,33.357521588259154,2106.6597877102854,219.37313490768273,91.57126299539944,33.357521588259154,2106.6597877102854
84,21.033519738547856,51.06135952794311,7.344939434040862,8.27520970720928,220.22926547260641,90.62060506501372,34.190400878436805,1965.158308821531,243.6734953004137,92.32674395286932,34.190400878436805,1965.158308821531,224.92560600159527,90.1759054353881,34.190400878436805,1965.158308821531
85,19.20946094967916,47.583177402253554,10.093241520378296,8.343859194949786,243.37170568311458,88.71912392020862,31.97155570231531,2102.7344828815253,237.65144760558482,93.7103202531361,31.97155570231531,2102.7344828815253,239.10084219317145,94.47124875803779,31.97155570231531,2102.7344828815253
86,21.07767868297512,51.03563795712309,10.930804426555564,8.41240678978974,233.97925266366985,92.84992630359005,31.287244766287916,1962.5709567180343,223.83494931580137,87.73926927613687,31.287244766287916,1962.5709567180343,243.79777649980275,89.66110123215434,31.287244766287916,1962.5709567180343
87,22.035425480762335,43.05007424681953,7.482923580687427,8.48083217959741,226.29448554037057,94.55717391883196,34.036408000006915,2281.0438817847853,226.35056235021523,89.06336631957778,34.036408000006915,2281.0438817847853,233.41088282562117,87.21372728970735,34.036408000006915,2281.0438817847853
88,19.535142120752692,57.99507315603251,9.688886435364436,8.549115088453059,222.97915601353102,88.24050118956993,32.26150483480423,1681.5114741567427,228.30547035163045,91.62994343857481,32.26150483480423,1681.5114741567427,263.30800209785514,88.02159419656331,32.26150483480423,1681.5114741567427
89,22.68649507272251,53.37155623743523,13.15060773459189,8.617235282657125,224.79941421643244,88.69464709393812,29.485041138331198,1865.8371666772505,217.55610508728697,88.87836780502833,29.485041138331198,1865.8371666772505,246.20251020788785,88.57783699200208,29.485041138331198,1865.8371666772505
90,22.005697648777033,42.06583160590023,9.18943130458933,8.685172576725911,230.4813322210963,85.27534705466469,32.65034446949904,2317.634968669589,207.27354142214637,89.90875344680947,32.65034446949904,2317.634968669589,228.913483854089,91.14189524273529,32.65034446949904,2317.634968669589
91,16.379028830284682,49.161059293058194,12.687653724174101,8.752906839372976,204.9136612340034,86.98946663512635,29.849946125094696,2033.5670439177275,216.34119086658905,85.59904155925321,29.849946125094696,2033.5670439177275,216.1729560420467,90.09951294107847,29.849946125094696,2033.5670439177275
92,17.651349397131035,50.72676663955636,8.960406615868164,8.820417999474477,229.843484744115,93.93854021892658,32.8323587662898,1971.0114643688187,224.0374624858652,88.98879827435229,32.8323587662898,1971.0114643688187,234.3046272730175,94.53879313653039,32.8323587662898,1971.0114643688187
93,20.266890672168262,46.843631230047926,8.938123292736002,8.887686052016662,230.90568171567747,86.79749737815034,32.85322747910629,2126.7371122201002,227.25111334783563,86.54048938360621,32.85322747910629,2126.7371122201002,220.7658630412969,87.15156409729306,32.85322747910629,2126.7371122201002
94,22.19827448714997,44.66990355319734,7.8668690188537465,8.9546910640238,232.79850091409864,93.93597546245505,33.71594500291539,2214.4435667666653,241.33629322471106,90.90047824902464,33.71594500291539,2214.4435667666653,234.1107486929896,87.68188337049772,33.71594500291539,2214.4435667666653
95,19.087822644106666,50.60595201351419,12.259663684530707,9.021413180464748,231.26159576647711,91.50647291287497,30.20799046226166,1977.8195165826914,235.28166401647073,86.62000409941821,30.20799046226166,1977.8195165826914,223.65039765566718,94.30054515975709,30.20799046226166,1977.8195165826914
96,21.820017303834128,42.70087746986884,10.051585427465104,9.087832630136422,221.5632717201432,93.64255168297744,31.985425973598314,2295.7937411607068,239.56672552595055,94.23408720117824,31.985425973598314,2295.7937411607068,216.22764792862196,85.46170602869931,31.985425973598314,2295.7937411607068
97,15.683738695455965,46.51786240854095,9.626933755098918,9.153929731522435,246.97888501553754,91.65269614853129,32.337975715756805,2144.5210721619596,227.0618213445045,85.90461814960672,32.337975715756805,2144.5210721619596,210.06268253238684,86.39338636378237,32.337975715756805,2144.5210721619596
98,19.99990488125051,54.918229621832566,9.915421776859011,9.219684898625156,234.51976914346716,94.27605358566372,32.12172184911494,1809.3506785857332,230.685417738277,87.24126545975359,32.12172184911494,1809.3506785857332,235.8462936540511,93.77282117611581,32.12172184911494,1809.3506785857332
99,18.498835923487235,44.93676470436352,8.80494609644732,9.285078646769458,239.73828231379053,89.59679045019287,33.02925444539678,2212.3151795284666,221.21209326344083,92.36392972422752,33.02925444539678,2212.3151795284666,221.18068451643185,94.18063164682279,33.02925444539678,2212.3151795284666
100,21.522125330398353,50.76741644934436,9.163383213166485,9.350091598376453,258.03938257463693,86.15197570439003,32.76176721122389,1980.4519717238468,247.48989255953717,90.06719403404891,32.76176721122389,1980.4519717238468,224.59855763635704,93.91520652858742,32.76176721122389,1980.4519717238468
101,21.346197955868707,42.10911955815238,8.977173019800933,9.414704488705487,231.69484144448543,89.15394585006477,32.93355090671635,2331.9046970825184,231.0525875130622,92.63745969765777,32.93355090671635,2331.9046970825184,228.0185136280825,94.63447664794043,32.93355090671635,2331.9046970825184
102,23.604804071615828,46.31220147405202,8.976471227677422,9.478898171562692,254.6378538059666,90.50502032123441,32.958905635076455,2165.8446577867585,251.51384419683882,89.06243862900497,32.958905635076455,2165.8446577867585,248.0345206890249,85.25659974650172,32.958905635076455,2165.8446577867585
103,18.749567087944634,43.49953693970213,9.221083047949683,9.542653624974427,217.9313290461887,88.03513841171161,32.789399876709744,2283.055239654311,221.04020081028796,94.0521409871953,32.789399876709744,2283.055239654311,234.31579515154533,86.09020534512186,32.789399876709744,2283.055239654311
